code,name,market,industry_em,营收_2026Q1,归母净利润_2026Q1,扣非归母_2026Q1,毛利率_2026Q1,营收_2025A,归母净利润_2025A,扣非归母_2025A,毛利率_2025A,营收_2024A,归母净利润_2024A,扣非归母_2024A,毛利率_2024A
600682,南京新百,SH,综合Ⅱ,14.26,3071.53,6618.35,37.11%,63.61,-8.42,-7.32,40.47%,67,2.3,3.66,45.25%
2148,北纬科技,SZ,通信服务,9716.89,241.56,356.75,39.30%,3.82,-561.07,-913.66,40.45%,2.82,2618.58,2774,38.84%
688059,华锐精密,SH,通用设备,4.18,1.75,1.75,57.27%,10,1.87,1.87,40.43%,7.59,1.07,1.07,39.46%
301303,真兰仪表,SZ,通用设备,3.48,5386.91,5496.37,37.84%,17.83,3.43,3.49,40.41%,15.01,3.21,3.25,40.97%
601368,绿城水务,SH,环境治理,5.46,2528.03,2342.86,33.87%,25.03,9522.47,9467.42,40.35%,24.78,8793.46,8793.46,34.63%
2545,东方铁塔,SZ,农化制品,14.18,4.02,4.02,43.59%,48.79,12.06,12.05,40.33%,41.96,5.64,5.63,27.38%
301197,工大科雅,SZ,通用设备,2578.82,-711.13,-751.07,22.24%,4.63,3169.32,3018.63,40.33%,3.95,5574.01,5603.28,47.66%
301538,骏鼎达,SZ,塑料,2.26,3572.83,3572.83,38.19%,10.26,1.95,1.95,40.31%,8.65,1.76,1.76,42.78%
300084,海默科技,SZ,专用设备,4132.08,-1632.4,-1212.8,40.40%,6.37,-3576.67,2057.88,40.28%,6,-2.28,-1.33,36.56%
688,国城矿业,SZ,工业金属,16.96,3.53,5.21,49.90%,48.06,10.76,15.34,40.24%,41.03,4.51,8.23,48.39%
603014,威高血净,SH,医疗器械,9.04,1.18,1.18,38.92%,37.69,4.82,4.82,40.23%,36.04,4.49,4.49,42.29%
722,湖南发展,SZ,电力,5635.59,1308.59,1263.86,57.48%,3.49,7213.78,6674.79,40.22%,3.37,6780.2,6210.58,44.88%
603288,海天味业,SH,调味发酵品Ⅱ,90.29,24.44,24.43,42.00%,288.73,70.38,70.45,40.22%,269.05,63.44,63.55,36.97%
603986,兆易创新,SH,半导体,41.88,14.61,14.73,57.08%,92.03,16.48,16.77,40.22%,73.56,11.03,11.01,38.00%
688101,三达膜,SH,环境治理,4.9,9849.47,1,32.03%,15.24,3.78,3.84,40.21%,13.91,3.15,3.2,36.02%
301175,中科环保,SZ,环境治理,4.87,8599.5,9368.96,36.11%,18.73,3.82,4.2,40.20%,16.63,3.21,3.62,40.08%
301328,维峰电子,SZ,其他电子Ⅱ,1.72,1857.55,2059.65,36.82%,7.13,9882.92,1.08,40.19%,5.34,8546.64,8850.16,41.06%
506,招金黄金,SZ,贵金属,1.79,1.87,1.97,56.05%,5.27,1.59,2.08,40.18%,3.33,-1.27,-1.37,25.84%
688100,威胜信息,SH,通信设备,5.32,1.48,1.48,43.33%,29.78,6.66,6.66,40.17%,27.45,6.31,6.31,39.74%
688630,芯碁微装,SH,专用设备,5.15,1.08,1.08,40.94%,14.08,2.9,2.9,40.16%,9.54,1.61,1.61,36.98%
601928,凤凰传媒,SH,出版,28.84,4.23,4.32,35.68%,123.47,17.95,18.19,40.11%,136.06,15.98,15.96,38.64%
2371,北方华创,SZ,半导体,103.23,16.35,15.68,40.77%,393.53,55.22,54.09,40.10%,300.75,56.22,57.14,42.94%
301363,美好医疗,SZ,医疗器械,4.03,5668.36,5668.36,41.31%,16.25,2.83,2.83,40.09%,15.94,3.64,3.64,42.08%
300417,南华仪器,SZ,通用设备,5325.75,-295.46,-378.71,37.65%,1.96,-259.75,-141.61,40.05%,1.24,1476.66,1597.41,39.04%
688603,天承科技,SH,电子化学品Ⅱ,1.45,2993.86,2973.46,37.88%,4.71,8667.91,8642.37,40.04%,3.81,7467.99,7467.99,39.85%
3026,中晶科技,SZ,半导体,1.18,1384.92,1384.92,45.90%,4.29,4307.59,4307.59,40.02%,4.23,2277.22,3267.23,32.58%
601918,新集能源,SH,煤炭开采,36.07,5.48,5.95,35.81%,122.8,21.36,22.96,40.02%,127.27,23.93,26.83,42.73%
603391,力聚热能,SH,专用设备,1.16,374.41,375.08,31.17%,11.38,2.26,2.26,40.01%,10.65,2.91,2.91,40.98%
301059,金三江,SZ,化学制品,1.32,2268.57,2268.57,38.47%,4.48,7638.89,7638.89,39.97%,3.86,5337.9,5337.9,34.60%
688418,震有科技,SH,通信设备,1.17,-4490.44,-5100.48,38.75%,8.77,-6634.91,-6250.5,39.93%,9.52,2743.7,3889.08,45.67%
600258,首旅酒店,SH,酒店餐饮,17.77,1.69,1.93,38.21%,76.07,8.11,8.14,39.88%,77.51,8.06,8.2,38.36%
600032,浙江新能,SH,电力,9.92,2839.84,555.94,27.03%,48.76,5.06,7.48,39.86%,49.61,5.67,8.26,45.64%
300535,达威股份,SZ,化学制品,1.6,-806.61,-836.14,38.56%,7.13,3581.29,3615.07,39.84%,7.53,-1144.85,-3484.08,35.56%
300699,光威复材,SZ,航空装备Ⅱ,6.39,1.21,1.2,38.22%,28.6,6.03,5.99,39.80%,24.5,7.41,6.86,45.55%
300775,三角防务,SZ,航空装备Ⅱ,2.84,1073.75,1073.75,31.15%,15.89,3.89,3.89,39.79%,15.9,3.8,3.8,34.44%
605136,丽人丽妆,SH,互联网电商,4.15,1033.77,1036.88,42.48%,16.92,-7999.12,-7994.31,39.76%,17.28,-2440.03,-2620.74,35.89%
300290,荣科科技,SZ,IT服务Ⅱ,1.08,-1790.67,-1685.42,37.95%,7.55,-4507.97,-3325.59,39.75%,7.67,-291.95,679.15,38.80%
688786,悦安新材,SH,金属新材料,1.11,1919.92,1890.85,41.44%,4.38,8282.28,8290.22,39.73%,4.18,7029.37,6781.9,35.22%
300590,移为通信,SZ,通信设备,3.12,5192.99,5175.57,40.82%,8.91,7455.83,7431.07,39.70%,9.67,1.59,1.59,41.95%
600897,厦门空港,SH,航空机场,4.93,1.17,1.24,33.75%,20.71,5.18,5.55,39.66%,18.82,4.31,4.63,32.46%
2609,捷顺科技,SZ,IT服务Ⅱ,3.64,184.8,157.58,37.01%,17.44,6357.41,6490.64,39.64%,15.79,3138.65,3648.09,39.81%
1219,青岛食品,SZ,休闲食品,1.52,3151.33,3152.77,40.14%,5.45,1.11,1.11,39.63%,5.26,9747.7,9747.7,35.87%
603093,南华期货,SH,多元金融,4.33,2.05,2.05,54.48%,13.88,4.86,4.87,39.63%,13.54,4.58,4.58,38.25%
300346,南大光电,SZ,电子化学品Ⅱ,6.62,1.24,1.52,41.86%,25.85,3.2,4.04,39.62%,23.52,2.71,3.72,41.16%
600930,华电新能,SH,电力,105.88,20.61,23.34,40.81%,389.8,72.63,81.19,39.61%,339.68,88.31,94.8,46.10%
861,海印股份,SZ,-,,,,,6.11,-1.87,-1.98,39.61%,8.03,-1.74,-1.8,42.75%
3002,壶化股份,SZ,化学制品,2.2,1598.97,1327.08,37.07%,13.12,1.72,1.75,39.59%,11.01,1.4,1.44,41.21%
300386,飞天诚信,SZ,计算机设备,1.07,-2789.72,-2789.72,41.19%,6.94,586.57,583.53,39.58%,7.13,-7723.46,-7772.72,38.02%
603655,朗博科技,SH,汽车零部件,5828.88,822.27,822.27,36.63%,2.7,4524.61,4524.61,39.57%,2.31,2792.27,2792.27,34.26%
2643,万润股份,SZ,电子化学品Ⅱ,10.15,8782.66,1.15,35.94%,37.17,2.84,3.86,39.56%,36.93,2.46,3.83,39.81%
300318,博晖创新,SZ,生物制品,1.9,-728.52,-878.83,29.72%,8.25,-9192.32,-1.72,39.56%,8.52,924.6,867.99,49.09%
688181,八亿时空,SH,光学光电子,2.45,2474.83,2436.81,39.61%,8.68,8106.88,7663.16,39.55%,7.37,7660.39,7400.19,42.47%
688228,开普云,SH,IT服务Ⅱ,4737.12,-843.05,-1158.54,40.33%,4.19,-1100.18,-1677.17,39.53%,6.18,2058.68,1539.21,37.51%
885,城发环境,SZ,环境治理,16.26,3.14,3.43,41.71%,65.63,12.36,13.11,39.52%,66.11,11.41,11.28,40.81%
2397,梦洁股份,SZ,服装家纺,3.61,1583.38,1560.8,40.45%,16.79,4767.04,4720.85,39.51%,17.13,2654.59,2593.09,40.17%
300818,耐普矿机,SZ,通用设备,2.42,-847.29,-774.17,33.84%,10.09,7777.39,8164.83,39.51%,11.22,1.16,1.2,37.35%
300701,森霸传感,SZ,光学光电子,8587.37,810.14,913.57,36.08%,4.24,7422.36,8347.49,39.50%,4.46,3941.33,4903.53,38.81%
301096,百诚医药,SZ,医疗服务,1.6,1281.25,1281.25,50.50%,6.78,-9039.55,-9039.55,39.50%,8.02,-5274.28,-5292.3,51.98%
2940,昂利康,SZ,化学制药,3.4,1765.48,2338.47,36.62%,14.25,1.25,1.57,39.48%,15.38,8033.45,1.52,40.13%
688305,科德数控,SH,通用设备,1.08,2254.82,2252.65,43.94%,5.52,8860.5,8831.4,39.48%,6.05,1.3,1.3,42.87%
2466,天齐锂业,SZ,能源金属,51.28,18.76,28.41,62.66%,103.46,4.63,30.03,39.47%,130.63,-79.05,-2924.23,46.07%
1318,阳光乳业,SZ,饮料乳品,9759.05,1907.9,1866.93,35.24%,4.77,1.04,1.03,39.46%,5.19,1.15,1.13,37.85%
600348,华阳股份,SH,煤炭开采,49.26,4.84,6.19,41.31%,214.44,17.03,21.7,39.45%,250.6,22.25,26.04,34.43%
301571,国科天成,SZ,军工电子Ⅱ,2,2492.11,2320.8,37.69%,11.03,2.04,2.04,39.42%,9.61,1.73,1.75,36.35%
688247,XD宣泰医,SH,化学制药,9454.67,1656.33,1656.33,38.98%,4.47,4748.28,4748.28,39.42%,5.12,1.28,1.28,51.63%
688601,力芯微,SH,半导体,2.06,-139.3,-29.67,35.36%,7.68,3708.19,3409.84,39.42%,7.87,1.26,1.3,44.50%
301138,华研精机,SZ,专用设备,1.26,1044.08,1036.01,37.03%,6.77,9805.62,1.01,39.41%,6.46,1.01,1.04,38.83%
603707,健友股份,SH,化学制药,9.29,8901.19,8901.12,32.31%,39.91,5.82,5.82,39.41%,39.24,8.26,8.26,43.21%
688372,伟测科技,SH,半导体,4.9,7085.8,7085.8,34.96%,15.75,3.03,3.03,39.37%,10.77,1.28,1.28,37.11%
2880,卫光生物,SZ,生物制品,2.22,3098.3,3077,37.74%,12.67,2.46,2.46,39.36%,12.03,2.54,2.54,41.88%
603939,益丰药房,SH,医药商业,60.85,5,5.46,40.04%,244.33,16.78,18.31,39.36%,240.62,15.29,16.53,40.12%
2626,金达威,SZ,食品加工,8.13,6561.32,6711.01,37.98%,33.65,3.4,3.21,39.35%,32.4,3.42,3.67,38.52%
603515,XD欧普照,SH,照明设备Ⅱ,14.92,1.31,1.32,37.27%,69.7,9.2,9.23,39.33%,70.96,9.03,9.05,39.29%
998,隆平高科,SZ,种植业,9.08,-1.31,-1.94,35.25%,84.77,1.66,1.09,39.30%,85.66,1.14,-1.61,36.58%
301061,匠心家居,SZ,家居用品,7.45,1.66,1.66,38.13%,33.79,8.57,8.57,39.29%,25.48,6.83,6.83,39.35%
603297,永新光学,SH,光学光电子,2.64,4613.64,4613.6,36.76%,9.65,2.2,2.2,39.28%,8.92,2.09,2.08,39.03%
603313,梦百合,SH,家居用品,22.51,-3811.26,-3862.23,38.61%,89.12,-982.25,-2048.97,39.28%,84.49,-1.51,-1.79,36.85%
603699,纽威股份,SH,通用设备,18.13,3.45,3.45,39.16%,77.68,16.01,16.21,39.28%,62.38,11.56,11.66,38.10%
605337,李子园,SH,饮料乳品,3,5351.02,5315.66,37.74%,12.96,1.96,1.96,39.28%,14.15,2.24,2.24,39.08%
600446,金证股份,SH,IT服务Ⅱ,4.62,-4895.48,-4792.35,34.63%,24.19,-1.68,-1.66,39.26%,46.93,-2.02,-1.83,23.25%
688391,钜泉科技,SH,半导体,1.15,390.02,390.02,38.90%,5.39,4286.09,4286.09,39.23%,5.92,9359.36,9359.36,44.10%
688282,理工导航,SH,航天装备Ⅱ,940.14,-1390.98,-1473.4,19.21%,3.01,-923.31,-475.03,39.20%,1.71,-453.19,-290.35,32.85%
863,三湘印象,SZ,房地产开发,2.12,-507.72,-1037.73,33.59%,7.36,-1.34,-3.03,39.18%,12.1,1927.79,-3912.85,49.80%
600872,中炬高新,SH,调味发酵品Ⅱ,13.2,2.63,2.64,42.42%,42,5.37,5.39,39.17%,55.19,8.93,9.59,39.78%
603230,内蒙新华,SH,出版,3.58,6217.86,6209.98,43.00%,15.14,1.75,1.75,39.17%,18.11,3.38,3.39,40.30%
688012,中微公司,SH,半导体,29.15,9.3,9.18,39.89%,123.85,21.11,20.64,39.17%,90.65,16.16,16.14,41.06%
301029,怡合达,SZ,自动化设备,7.46,1.29,1.29,39.02%,29.48,5.12,5.12,39.14%,25.04,4.04,4.04,35.26%
688225,亚信安全,SH,软件开发,12.11,-1.86,-4.47,27.79%,77.41,-4.46,-4.16,39.14%,35.95,959.06,4.16,51.61%
892,欢瑞世纪,SZ,影视院线,8018.24,-3991.7,-3996.65,34.96%,5.27,-2.52,-2.6,39.11%,3.85,-2.41,-2.46,33.98%
2383,合众思壮,SZ,军工电子Ⅱ,3.13,42.32,161.02,38.13%,13.69,-1.58,-1.73,39.09%,11.98,-2.22,-2.48,34.24%
1386,马可波罗,SZ,家居用品,10.07,1.6,1.6,34.00%,64.58,12.1,12.1,39.08%,73.24,13.27,13.27,38.45%
301315,威士顿,SZ,软件开发,3961.79,921.69,1211.98,50.63%,1.85,2889.62,3043.16,39.06%,2.94,5171.06,5175.81,35.58%
688129,东来技术,SH,化学制品,1.27,2285.37,2285.37,37.56%,6.63,1.01,1.01,39.05%,5.98,8474.53,8474.53,39.07%
603116,红蜻蜓,SH,服装家纺,5.54,922.86,834.56,39.74%,20.25,-1.4,-1.33,39.04%,21.42,-7034.01,-7715.59,39.07%
300272,开能健康,SZ,小家电,4.18,534.34,1281.78,38.51%,18.41,5600.89,8007.11,39.02%,17.24,7038.68,1,38.93%
2979,雷赛智能,SZ,自动化设备,5.25,7212.03,7365.51,38.94%,18.74,2.25,2.33,39.00%,15.84,2,2.09,38.45%
2174,游族网络,SZ,游戏Ⅱ,3.54,1.04,1.04,40.14%,14.02,-3.47,-3.47,38.99%,14.34,-3.86,-3.86,36.48%
300053,航宇微,SZ,半导体,5996.03,-1871.12,-1876.75,31.02%,2.77,-3.41,-3.41,38.97%,2.12,-2.94,-2.94,24.42%
600199,金种子酒,SH,白酒Ⅱ,1.9,-1524.13,-1524.13,51.09%,7.22,-1.99,-1.99,38.97%,9.25,-2.58,-2.66,34.94%
301093,华兰股份,SZ,医疗器械,1.3,60.96,30.47,37.22%,6.19,6017.56,5986.38,38.87%,5.86,4957.33,4957.05,38.79%
688003,天准科技,SH,自动化设备,3.84,469.47,444.24,40.98%,17.9,7612.83,7558.74,38.87%,16.09,1.25,1.25,41.17%
600777,新潮能源,SH,油气开采Ⅱ,15.17,1.43,1.43,30.47%,72.74,12.07,12.07,38.85%,83.62,20.36,20.36,48.94%
2452,长高电气,SZ,电网设备,2.96,5662.03,5731.08,38.29%,16.65,3.43,3.38,38.82%,17.6,2.52,2.52,38.32%
600859,王府井,SH,一般零售,28.1,5164.14,6560.5,36.72%,101.5,-3987.27,-980.3,38.82%,113.72,2.69,2.57,40.16%
688368,晶丰明源,SH,半导体,6.09,3675.93,3675.93,37.41%,15.7,3560.26,3947.7,38.80%,15.04,-3305.13,-401.73,37.12%
300519,新光药业,SZ,中药Ⅱ,8846.93,2636.8,2636.8,45.37%,2.65,5421.15,5421.15,38.76%,2.68,5039,5039,33.83%
300993,玉马科技,SZ,家居用品,1.85,2786.47,2786.47,35.66%,7.45,1.49,1.49,38.73%,7.69,1.86,1.86,40.00%
301042,安联锐视,SZ,计算机设备,1.77,1124.47,1108.54,29.99%,4.69,2694.76,2679.73,38.72%,6.91,7133.32,7157.32,34.96%
601199,江南水务,SH,环境治理,3.02,8624.34,8624.34,40.72%,14.58,3.7,3.7,38.71%,15.33,4.02,4.02,35.47%
688608,恒玄科技,SH,半导体,6.69,8904.41,8904.41,42.55%,35.25,5.94,5.94,38.69%,32.63,4.6,4.6,34.71%
600697,欧亚集团,SH,一般零售,18.27,359.6,4511.24,37.50%,67.54,-5179.99,8892.12,38.63%,70.11,-2781.68,8833.48,39.21%
600763,通策医疗,SH,医疗服务,7.55,1.87,2.21,43.87%,29.13,5.02,5.88,38.63%,28.74,5.01,5.72,38.50%
2923,润都股份,SZ,化学制药,3.49,1560.38,1560.38,47.14%,11.76,-6347.21,-6347.21,38.61%,11.82,3988.32,3988.32,43.17%
300751,迈为股份,SZ,光伏设备,13.37,1.18,9920.11,51.39%,81.52,7.22,6.89,38.61%,98.3,9.26,9.64,28.11%
300468,四方精创,SZ,软件开发,1.56,1060.6,1061.07,33.70%,6.31,7430.13,7428.15,38.58%,7.4,6736.36,6736.36,33.09%
3013,地铁设计,SZ,工程咨询服务Ⅱ,6.36,7030.14,7044.58,33.79%,25.66,4.66,4.78,38.57%,27.48,4.92,5.01,38.40%
2679,福建金森,SZ,林业Ⅱ,876.65,-2153.87,-2156,8.03%,1.49,923.06,853.87,38.53%,1.51,1041.1,1041.04,57.09%
2093,国脉科技,SZ,教育,1.21,-1872.79,-1872.79,50.60%,5.88,1.77,1.79,38.52%,5.49,1.69,1.74,39.43%
600422,昆药集团,SH,中药Ⅱ,8.36,-1.42,-1.45,22.57%,65.75,3.5,4.19,38.52%,84.01,6.48,7.51,43.46%
603888,新华网,SH,数字媒体,3.55,3937.2,3937.2,36.12%,22.32,3.29,3.29,38.52%,21.42,2.34,2.34,38.11%
603357,设计总院,SH,工程咨询服务Ⅱ,3.46,1991.9,2050.1,31.03%,25.23,3.66,3.72,38.49%,35.32,5.13,5.22,33.52%
688025,杰普特,SH,自动化设备,6.61,9767.85,9660.2,42.96%,20.74,2.79,2.78,38.48%,14.54,1.33,1.24,37.69%
300693,盛弘股份,SZ,其他电源设备Ⅱ,7.44,8518.42,8569.36,40.58%,34.63,4.76,4.74,38.47%,30.36,4.29,4.24,39.20%
300593,新雷能,SZ,其他电源设备Ⅱ,3.24,-4307.1,-4771.14,37.18%,11.88,-1.95,-2.03,38.45%,9.22,-5.01,-5.14,40.04%
301591,肯特股份,SZ,塑料,1.2,1681.87,1681.87,37.76%,4.31,6598.39,6598.39,38.42%,4.12,7203.92,7203.92,38.65%
600754,锦江酒店,SH,酒店餐饮,31.21,1.37,1.51,33.45%,138.11,9.25,9.89,38.38%,140.63,9.11,11.44,39.52%
2730,电光科技,SZ,专用设备,2.47,2185.85,2437.69,41.44%,11.69,6707.37,7159.17,38.37%,11.89,9443.1,9827.44,39.68%
300765,石药创新,SZ,化学制药,6.65,-9385.47,-1.3,41.15%,21.58,-2.41,-6.09,38.37%,19.81,5372.63,-3.03,41.97%
300788,中信出版,SZ,出版,4.02,4160.26,4160.26,41.36%,17.02,1.3,1.3,38.36%,16.87,1.19,1.18,38.96%
3035,南网能源,SZ,电力,7.83,8558.12,9969.05,32.19%,36.78,3.46,4.17,38.34%,31.55,-5812.58,-6847,36.71%
688523,航天环宇,SH,航天装备Ⅱ,6511.29,152.59,134.85,26.67%,4.58,4759.72,4792.78,38.34%,5.08,1.02,1.12,43.67%
2546,新联电子,SZ,电网设备,1.97,9115.27,9142.94,40.94%,6.88,5.78,5.79,38.33%,7.67,2.67,2.65,35.79%
603556,海兴电力,SH,电网设备,11.26,9092.62,8904.74,32.87%,47.69,7.29,7.25,38.33%,47.17,10.02,10.02,43.95%
300719,安达维尔,SZ,航空装备Ⅱ,9711.13,-1373.47,-1401.62,37.67%,6.8,-569.78,-778.64,38.31%,6.33,1382.72,1270.48,41.36%
600874,创业环保,SH,环境治理,11.49,2.76,2.9,39.42%,47.6,8.62,9.16,38.28%,48.27,8.07,8.71,39.78%
688729,XD屹唐股,SH,半导体,10.37,1.59,1.59,40.02%,50.76,6.71,6.71,38.25%,46.33,5.41,5.41,37.39%
935,四川双马,SZ,多元金融,2.67,5879.61,5978.88,45.76%,12.06,2.98,2.99,38.22%,10.75,3.09,3.09,45.88%
603060,国检集团,SH,专业服务,5.16,-2657.89,-3491.36,23.89%,26.04,1.19,1.67,38.19%,26.17,2.04,2.76,43.51%
603900,莱绅通灵,SH,饰品,3.63,5350.85,5349.08,47.77%,15.29,5974.43,6103.67,38.18%,12.22,-1.84,-1.85,33.18%
2737,葵花药业,SZ,中药Ⅱ,8.44,1.1,1.16,56.34%,23.18,-2.58,-2.97,38.15%,33.77,4.92,5.03,44.89%
603300,海南华铁,SH,多元金融,15.18,1.09,1.06,32.36%,59.85,5.27,5.18,38.15%,51.71,6.05,6.28,43.17%
3025,思进智能,SZ,通用设备,1.73,3893.51,3893.51,39.21%,7.34,1.55,1.55,38.14%,6.24,1.82,1.82,37.43%
300203,聚光科技,SZ,通用设备,4.1,-7268.26,-8749.64,38.62%,29.97,-2.33,-2.75,38.14%,36.14,2.07,2.26,44.43%
605117,德业股份,SH,光伏设备,44.59,11.88,11.87,41.45%,122.24,31.71,31.69,38.13%,112.06,29.6,29.6,38.76%
300503,昊志机电,SZ,通用设备,4.96,9093.37,9043.84,42.15%,15.95,1.19,1.19,38.11%,13.07,8290.04,8318.51,34.50%
300641,正丹股份,SZ,化学制品,4.6,6717.64,6719.03,19.08%,22.91,7.14,7.14,38.10%,34.8,11.9,11.9,41.49%
300137,先河环保,SZ,环保设备Ⅱ,1.51,130.04,229.09,33.56%,9.23,1297.39,1192.06,38.08%,9.53,-1.52,-1.5,36.96%
2762,金发拉比,SZ,服装家纺,8796.91,11.85,54.17,39.71%,3.86,-1.87,-1.89,38.03%,2.25,5215.06,4968.67,49.02%
603063,禾望电气,SH,风电设备,5.74,5112.13,5714.31,40.66%,41.68,5.31,5.41,38.01%,37.33,4.41,4.59,37.86%
300570,太辰光,SZ,通信设备,3.41,6577.88,6739.1,37.80%,15.47,2.99,3.08,38.00%,13.78,2.61,2.7,35.62%
688099,晶晨股份,SH,半导体,18.95,1.73,1.73,37.51%,67.93,8.73,8.7,37.97%,59.26,8.22,8.19,36.55%
688011,新光光电,SH,军工电子Ⅱ,3621.7,-1540.5,-1540.17,13.43%,1.16,-3766.33,-3844.68,37.94%,1.72,-6795.84,-7009.04,31.60%
301601,惠通科技,SZ,专用设备,5406.05,-175.9,-176.26,36.50%,5.2,7506.6,7467.1,37.91%,6.62,1.08,1.06,32.41%
301419,阿莱德,SZ,通信设备,9789.79,1237.5,1213.23,36.14%,4.37,6359.6,6239.42,37.87%,3.51,4578.12,4448.19,37.66%
301027,华蓝集团,SZ,工程咨询服务Ⅱ,6835.37,-819.25,-819.96,33.09%,7.23,-3512.57,-3314.75,37.86%,6.05,-1379.6,-1414.32,39.90%
301231,荣信文化,SZ,出版,8475.63,-1191.42,-1141.77,41.08%,3.45,-1813.61,-1783.44,37.85%,2.66,-4435.21,-4435.61,33.92%
603027,千禾味业,SH,调味发酵品Ⅱ,8.18,1.48,1.48,40.82%,25.72,3.48,3.48,37.83%,30.73,5.14,5.04,37.19%
603275,众辰科技,SH,自动化设备,1.9,4533.01,4500.92,38.65%,7.29,1.79,1.77,37.83%,6.76,2.15,2.14,41.23%
600562,国睿科技,SH,军工电子Ⅱ,5.07,7718.75,7596.43,36.75%,33.58,6.29,6.4,37.80%,34,6.3,6.33,36.07%
688272,富吉瑞,SH,军工电子Ⅱ,4521.69,-1344.41,-1370.81,34.98%,2.1,-8230,-8241.19,37.80%,3.02,1163.9,1163.9,42.37%
300031,宝通科技,SZ,游戏Ⅱ,9.52,1.11,8997.29,38.72%,34.58,2.07,2.17,37.77%,33.02,2.1,2.54,38.02%
718,苏宁环球,SZ,房地产开发,3.32,497.37,512.65,39.21%,13.87,1859.52,1659.73,37.74%,21.21,1.65,1.66,46.10%
688484,南芯科技,SH,半导体,7.57,333.83,195.73,37.44%,32.61,2.39,2.34,37.74%,25.67,3.07,3.07,40.12%
2900,哈三联,SZ,化学制药,2.29,-705.68,-773.47,40.88%,7.89,-3.4,-3.42,37.73%,11.32,5867.52,5497.76,51.21%
600269,赣粤高速,SH,铁路公路,14.98,2.75,3.15,50.01%,62.83,12.8,13.75,37.72%,59.85,12.79,13.32,39.29%
688333,铂力特,SH,通用设备,3.26,1677.58,1677.58,37.26%,18.52,2.04,2.04,37.72%,13.26,1.04,1.04,37.44%
897,津滨发展,SZ,房地产开发,5011.18,-160.33,-220.64,39.30%,4.13,-4318.35,-4852.05,37.71%,28.31,5.08,5.21,26.45%
2278,神开股份,SZ,专用设备,1.39,-217.45,-24.17,37.65%,8.73,5591.36,7847.97,37.71%,7.33,3016.58,4079.08,35.41%
600059,古越龙山,SH,非白酒,5.41,6202.99,6166.12,40.31%,18.31,2.22,2.22,37.67%,19.36,2.06,2.07,37.16%
603755,日辰股份,SH,调味发酵品Ⅱ,1.25,1819.59,1819.59,35.59%,4.68,8421.04,8421.04,37.66%,4.05,6385.77,6385.77,38.70%
301327,华宝新能,SZ,电池,9.43,1416.56,1416.56,40.72%,41.42,1715.39,1715.39,37.64%,36.06,2.4,2.4,44.05%
600862,中航高科,SH,航空装备Ⅱ,10.81,2.51,2.47,40.54%,50.08,10.31,10.33,37.60%,50.72,11.53,11.69,38.83%
300676,华大基因,SZ,医疗服务,8.09,-952.05,-992.68,39.71%,37.05,-6.17,-6.38,37.59%,38.67,-9.03,-9.12,41.47%
688698,伟创电气,SH,自动化设备,4.68,4830.53,5407.13,35.60%,19.46,2.63,2.59,37.59%,16.4,2.45,2.42,39.15%
2930,宏川智慧,SZ,物流,3.49,1839.24,3549.01,42.84%,11.9,-4.3,-3.97,37.58%,14.5,1.58,1.91,49.64%
300285,国瓷材料,SZ,电子化学品Ⅱ,10.64,1.42,1.48,36.74%,45.83,6.1,6.7,37.57%,40.47,6.05,6.68,39.67%
2268,电科网安,SZ,计算机设备,9551.34,-1.56,-1.56,29.57%,22.68,5764.52,5663.53,37.56%,24.67,1.58,1.58,40.77%
603325,博隆技术,SH,专用设备,2.78,3288.08,3288.08,20.11%,13.54,4.1,4.1,37.56%,11.57,2.97,2.97,32.94%
603881,数据港,SH,通信服务,3.8,4477.85,4474.04,31.75%,17.21,1.39,1.39,37.56%,17.21,1.32,1.32,31.00%
2990,盛视科技,SZ,计算机设备,2.27,380.95,380.95,43.90%,14.45,8531.46,8531.46,37.55%,12.22,1.75,1.75,42.67%
301019,宁波色母,SZ,塑料,1.28,2925.73,2925.73,37.25%,4.69,1.1,1.1,37.54%,4.93,1.01,1.01,33.53%
300884,狄耐克,SZ,计算机设备,1.2,-195.14,-219.31,36.77%,6.6,1173.19,1070.75,37.53%,7.2,-1288.76,-1497.39,42.58%
300950,德固特,SZ,专用设备,1.25,541.61,541.61,28.79%,5.47,9205.36,9205.36,37.52%,5.09,9671.51,9671.51,38.43%
603416,信捷电气,SH,自动化设备,4.64,5436.77,5437.44,37.77%,20.14,2.54,2.54,37.49%,17.08,2.29,2.29,37.72%
301273,瑞晨环保,SZ,通用设备,3691.92,-1826.24,-1959.82,33.98%,3.05,-6827.74,-7450.05,37.48%,2.82,-3203.84,-3739.94,38.42%
301015,百洋医药,SZ,医药商业,17.84,1.24,1.55,39.48%,75.07,4.75,5.72,37.47%,80.94,6.92,7.67,35.50%
603099,长白山,SH,旅游及景区,1.56,809.64,783.31,23.74%,7.88,1.29,1.25,37.47%,7.43,1.44,1.44,41.67%
300894,火星人,SZ,厨卫电器,1.54,-5321.61,-5321.62,32.46%,7.71,-2.96,-2.96,37.45%,13.76,1115.12,1251.76,43.03%
2215,诺 普 信,SZ,农化制品,26.31,7.53,7.5,42.69%,57.83,6.5,6.38,37.44%,52.88,5.85,5.61,37.66%
920,沃顿科技,SZ,塑料,3.5,4410.11,4470.06,40.39%,20.21,2.21,2.31,37.42%,17.44,1.98,2.05,36.47%
