code,name,market,industry_em,营收_2026Q1,归母净利润_2026Q1,扣非归母_2026Q1,毛利率_2026Q1,营收_2025A,归母净利润_2025A,扣非归母_2025A,毛利率_2025A,营收_2024A,归母净利润_2024A,扣非归母_2024A,毛利率_2024A
828,东莞控股,SZ,铁路公路,3.55,2.84,2.81,70.22%,15.52,8.24,8.01,67.96%,16.92,9.55,9.32,65.47%
300146,汤臣倍健,SZ,食品加工,18.69,4.02,4.03,69.15%,62.65,7.82,8.17,67.90%,68.38,6.53,6.48,66.69%
2763,汇洁股份,SZ,服装家纺,7.6,9171.52,1.06,69.41%,30.02,5481.65,8132.16,67.87%,29.54,7904.95,1.03,67.88%
603518,锦泓集团,SH,服装家纺,10.75,1.11,1.11,69.57%,42.02,2.26,2.26,67.87%,43.95,3.06,3.06,68.63%
3008,开普检测,SZ,专业服务,3872.31,697.43,697.43,53.80%,2.33,8819.34,8819.34,67.64%,2.21,8555.54,8555.54,66.62%
603402,陕西旅游,SH,旅游及景区,1.65,4117.96,5435.52,56.66%,10.3,3.84,4.64,67.63%,12.63,5.12,6.22,71.27%
600771,广誉远,SH,中药Ⅱ,4.88,6673.81,6945.73,67.89%,13.69,6304.35,6368.96,67.60%,12.21,7445.3,8360.09,73.62%
300254,仟源医药,SZ,化学制药,1.74,334.23,818.83,66.98%,8.71,2485.09,5960.54,67.38%,8.47,4219.01,7591.39,66.91%
688030,山石网科,SH,软件开发,1.81,-3448.63,-3493.65,69.65%,9.11,-1.94,-1.96,67.33%,9.97,-1.37,-1.38,69.97%
688137,近岸蛋白,SH,生物制品,3724.67,-1060.44,-1060.44,70.29%,1.46,-7778.34,-7778.34,67.12%,1.28,-5441.63,-5441.63,62.38%
995,皇台酒业,SZ,白酒Ⅱ,3194.32,-482.2,-486.98,65.15%,1.7,1412.12,1441.15,67.08%,1.72,2770.03,2746.13,66.15%
688526,科前生物,SH,动物保健Ⅱ,2.28,7923.62,7868.91,64.00%,9.5,4.19,4.17,66.97%,9.42,3.82,3.81,63.76%
603808,歌力思,SH,服装家纺,7.44,4100.11,5878.95,70.84%,28.57,1.65,2.28,66.90%,30.36,-3.1,-2.56,67.36%
600535,天士力,SH,中药Ⅱ,21.65,3.7,3.65,71.19%,82.36,11.05,10.61,66.85%,84.98,9.56,8.59,67.14%
688488,艾迪药业,SH,生物制品,1.78,760.63,1418.92,67.52%,7.19,-1953.23,808.31,66.79%,4.18,-1.41,-1.39,54.93%
688708,佳驰科技,SH,航空装备Ⅱ,8106.41,2576.78,2531.04,73.67%,11.07,4.4,4.4,66.68%,9.57,5.17,5.17,76.84%
688626,翔宇医疗,SH,医疗器械,1.93,2532.2,2490,68.20%,7.68,7815.64,7598.69,66.63%,7.44,1.03,1.03,67.42%
3016,欣贺股份,SZ,服装家纺,3.72,1804.89,1813.19,72.94%,14.8,1794.41,1780.22,66.56%,14.05,-6737.81,-6737.81,67.05%
601360,三六零,SH,软件开发,20.11,1.09,1.06,70.70%,86.93,2.63,2.55,66.54%,79.48,-10.94,-11.08,66.10%
603508,思维列控,SH,计算机设备,3.79,1.61,1.68,62.67%,15.2,5.56,5.72,66.49%,15.15,5.48,5.7,66.76%
688468,科美诊断,SH,医疗器械,7334.7,896.09,896.09,61.48%,3.33,4391.25,4391.25,66.48%,4.36,1.27,1.27,74.69%
1229,魅视科技,SZ,计算机设备,3187.66,-468.6,-474.12,56.20%,2.29,6947.76,6939.82,66.46%,1.97,8001.01,8001.01,74.04%
688108,赛诺医疗,SH,医疗器械,1.4,2446.28,2708.03,69.81%,5.25,4728.63,4746.59,66.31%,4.59,149.78,-388.95,61.94%
2212,天融信,SZ,软件开发,2.25,-1.01,-1.01,56.60%,25.72,7422.25,7358.03,66.30%,28.2,8301.32,8330.68,61.04%
300851,交大思诺,SZ,轨交设备Ⅱ,6420.97,331.06,328.97,64.82%,4.03,7454.81,7441.11,66.22%,3.37,4858.32,4874.34,67.92%
688580,伟思医疗,SH,医疗器械,1.06,6157.33,6157.33,66.16%,4.63,1.38,1.38,66.19%,4,1.02,1.02,65.45%
301566,达利凯普,SZ,元件,1.15,5394.49,5393.28,67.62%,3.62,1.59,1.59,66.17%,3.23,1.14,1.14,59.98%
300251,光线传媒,SZ,影视院线,1.91,2327.56,2391.59,44.13%,40.4,16.72,16.42,66.13%,15.86,2.92,2.91,37.71%
300354,东华测试,SZ,通用设备,1.05,2724.76,2722.37,68.83%,5.31,1.37,1.36,66.05%,5.02,1.22,1.21,66.37%
688236,春立医疗,SH,医疗器械,2.17,6171.1,6168.11,66.26%,10.46,2.73,2.73,66.04%,8.06,1.25,1.25,66.63%
603511,爱慕股份,SH,服装家纺,8.49,9376.9,9424,68.19%,30.94,1.52,1.53,66.03%,31.63,1.63,1.67,65.16%
600559,XD老白干,SH,白酒Ⅱ,12.2,1.65,1.65,64.10%,41.21,4.3,4.3,66.01%,53.58,7.87,7.87,65.95%
513,丽珠集团,SZ,化学制药,28.71,5.77,7.24,65.87%,120.2,20.23,24.11,65.90%,118.12,20.61,23.04,65.45%
301177,迪阿股份,SZ,饰品,3.61,3758.64,3637.09,68.65%,15.2,1.39,1.39,65.82%,14.82,5302.95,5302.95,65.49%
688677,海泰新光,SH,医疗器械,1.74,4719.92,4609.58,63.79%,6.03,1.71,1.66,65.65%,4.43,1.35,1.34,64.51%
603658,安图生物,SH,医疗器械,9.92,2.36,2.39,66.64%,42.26,10.68,10.86,65.64%,44.71,11.94,11.99,65.41%
601566,九牧王,SH,服装家纺,9.46,6942.58,6991.33,65.10%,29.75,2.94,2.9,65.59%,31.81,1.76,1.74,64.98%
688795,摩尔线程-U,SH,半导体,7.38,2935.92,2935.92,67.35%,15.06,-10.01,-10.01,65.57%,4.38,-16.18,-16.18,70.71%
600738,丽尚国潮,SH,一般零售,1.76,6138.71,6138.71,69.04%,6.34,1.64,1.6,65.56%,6.66,7255.25,4647.22,66.56%
300740,水羊股份,SZ,化妆品,11.98,3471.1,3484.9,65.04%,49.77,1.48,1.48,65.53%,42.37,1.1,1.12,63.01%
601089,福元医药,SH,化学制药,8.11,9541.19,9619.75,61.70%,35.04,4.69,4.71,65.51%,34.46,4.89,4.92,67.09%
688651,盛邦安全,SH,软件开发,4412.11,-1572.67,-1672.04,65.77%,3.08,-4753.42,-4700.19,65.45%,2.94,162.85,417.58,72.64%
600750,华润江中,SH,中药Ⅱ,10.36,2.88,3.12,68.13%,42.2,9.07,9.88,65.37%,44.35,7.88,8.61,63.52%
688212,澳华内镜,SH,医疗器械,1.38,-2443.33,-2384.87,71.63%,7.74,1145.19,1058.62,65.24%,7.5,2101.22,2032.34,68.12%
300485,赛升药业,SZ,生物制品,9043.89,466.33,381.53,68.11%,4.05,1457.1,778.96,65.11%,4.16,-6885.31,-7687.41,66.28%
2277,友阿股份,SZ,一般零售,2.05,4239.22,3764.12,76.50%,9.88,-3.35,-3.62,65.04%,12.83,2801.13,525.09,62.10%
688809,强一股份,SH,半导体,2.85,1.12,1.12,64.54%,10.12,3.95,3.95,65.03%,6.41,2.33,2.33,61.66%
603207,小方制药,SH,化学制药,1.46,5600.69,5600.69,60.93%,5.25,2.07,2.07,65.00%,4.75,2.05,2.05,65.61%
603132,金徽股份,SH,工业金属,5.28,2.05,2.05,70.38%,17.24,5.42,5.41,64.96%,15.39,4.7,4.63,62.61%
799,酒鬼酒,SZ,白酒Ⅱ,3.17,3318.08,3318.08,67.30%,11.08,-3395.18,-3395.18,64.90%,14.23,1249.33,1249.33,71.37%
688161,XD威高骨,SH,医疗器械,2.96,4422.96,4331.35,60.48%,15.23,2.69,2.74,64.88%,14.53,2.24,2.28,65.73%
300777,中简科技,SZ,航空装备Ⅱ,1.09,1908.11,1854.62,70.62%,8.46,3.15,3.14,64.85%,8.12,3.56,3.56,63.12%
688575,亚辉龙,SH,医疗器械,3.98,1795.07,1772.24,62.29%,18.11,2334.06,6833.59,64.84%,20.12,3.02,2.72,65.28%
688635,长进光子,SH,通信设备,5395.3,1988.65,1988.65,62.29%,2.47,9564.04,9564.04,64.80%,1.92,7575.59,7575.59,69.13%
300144,宋城演艺,SZ,旅游及景区,5.34,2.11,2.18,64.86%,22.58,8.18,8.51,64.76%,24.17,10.49,10.75,67.61%
3020,立方制药,SZ,化学制药,3.57,3529.08,3525.82,65.86%,15.54,1.65,1.64,64.55%,15.18,1.61,1.52,69.16%
429,粤高速Ａ,SZ,铁路公路,10.78,4.52,6.26,68.22%,44.7,18.01,24.89,64.51%,45.7,15.62,21.03,64.31%
2154,报 喜 鸟,SZ,服装家纺,14.4,2.37,2.38,65.55%,51.69,3.42,3.5,64.51%,51.53,4.95,5.2,65.02%
688670,金迪克,SH,生物制品,89.88,-2238.73,-2238.73,-81.81%,1.13,-1.78,-1.78,64.37%,8080.27,-9358.32,-9358.32,62.61%
2603,以岭药业,SZ,中药Ⅱ,24.4,4.09,4.09,60.05%,78.31,12.86,12.82,64.28%,65.13,-7.25,-7.34,50.19%
688522,纳睿雷达,SH,军工电子Ⅱ,9891.66,2641.55,2641.55,71.23%,4.61,1.09,1.09,64.19%,3.45,7661.29,7661.29,63.89%
688046,药康生物,SH,医疗服务,2.08,4710.38,4710.38,64.07%,7.93,1.43,1.43,64.15%,6.87,1.1,1.1,61.99%
688317,之江生物,SH,医疗器械,2541.92,-2551.02,-2551.02,68.86%,1.25,-3429.76,-3429.76,64.15%,1.79,-1.27,-1.27,60.95%
688029,南微医学,SH,医疗器械,8.54,1.46,1.49,64.01%,31.84,5.7,5.83,64.09%,27.55,5.53,5.68,67.65%
300003,乐普医疗,SZ,医疗器械,16.72,2.47,2.23,62.03%,64.83,9.62,10.19,64.01%,61.03,2.47,1.97,60.88%
300445,康斯特,SZ,通用设备,1.38,3377.35,3242.67,63.52%,5.9,1.04,1.05,63.99%,5.75,1.25,1.27,64.71%
300942,易瑞生物,SZ,医疗器械,5764.41,-1025.95,-1048.57,55.80%,2.63,1374.33,1546.64,63.98%,2.24,1711.65,1661.94,70.63%
688179,阿拉丁,SH,化学制品,1.71,2909.33,3728.76,67.71%,6.96,1.02,1.35,63.98%,5.34,9876.19,1.16,63.56%
601519,大智慧,SH,软件开发,1.81,-2958.54,-2969.98,59.02%,8.27,-4402.57,-4388.05,63.97%,7.71,-2.01,-2.04,60.00%
688013,XD天臣医,SH,医疗器械,5567.76,969.3,969.3,64.13%,3.27,8518.54,8518.54,63.92%,2.72,5189.48,5189.48,58.49%
300306,远方信息,SZ,通用设备,7283.95,1033.66,1065.29,69.85%,4.05,7149.09,7616.99,63.89%,4.36,9235.71,9572.53,65.02%
2432,九安医疗,SZ,医疗器械,3.01,2.94,3.04,69.00%,13.66,22.67,22.7,63.83%,25.92,16.69,18,70.67%
300525,博思软件,SZ,软件开发,2.59,-6239.83,-7467.42,60.04%,20.04,1.74,1.73,63.70%,21.42,3.02,3.47,65.83%
688576,西山科技,SH,医疗器械,7183.22,729.05,729.05,62.15%,3.42,5190.81,5190.81,63.70%,3.36,9866.69,9866.69,70.43%
301215,中汽股份,SZ,汽车服务,1.41,4667.92,4667.92,60.91%,5.78,2.13,2.13,63.67%,5.17,1.75,1.75,60.83%
688393,安必平,SH,医疗器械,7955.08,-183.46,-172.69,67.23%,3.44,-4702.34,-5080.07,63.65%,4.71,2129.13,1490.06,67.23%
688050,爱博医疗,SH,医疗器械,3.98,8927.68,8580.9,61.48%,14.83,2.68,2.41,63.49%,14.1,3.88,3.87,66.23%
688392,骄成超声,SH,电池,1.98,5030.44,4581.94,66.77%,7.74,1.18,1.07,63.43%,5.85,8586.95,8487.36,56.89%
688136,科兴制药,SH,生物制品,2.81,-1793.66,-1855.38,58.65%,15.34,1.56,1.53,63.37%,14.07,3148.09,2704.86,68.69%
688356,键凯科技,SH,化学制药,7914.31,2241.53,2241.53,70.22%,3.18,6169.98,6169.98,63.35%,2.27,2983.78,2983.78,69.21%
300628,亿联网络,SZ,通信设备,14.32,6.56,6.56,65.24%,60.33,26.01,26.01,63.32%,56.21,26.48,26.48,65.45%
2322,理工能科,SZ,软件开发,1.44,2312.77,2312.77,71.74%,10.86,2.15,2.15,63.31%,10.77,2.77,2.77,63.91%
688389,普门科技,SH,医疗器械,2.6,3248.41,3273.21,61.03%,10.38,1.84,1.79,63.21%,11.48,3.45,3.43,67.21%
603919,金徽酒,SH,白酒Ⅱ,10.92,2.05,1.99,62.90%,29.18,3.54,3.37,63.17%,30.21,3.88,3.8,60.92%
301276,嘉曼服饰,SZ,服装家纺,3.44,5028.66,5028.66,65.33%,11.18,1.06,1.06,63.16%,10.99,1.71,1.71,61.99%
688399,硕世生物,SH,医疗器械,7858.4,2112.22,2112.22,58.72%,3.39,-4107.85,-4107.85,63.16%,3.5,-200.17,-200.17,62.26%
688768,容知日新,SH,通用设备,7084.57,-2282.88,-2282.88,64.94%,6.46,8425.07,8424.88,63.11%,5.84,1.08,1.08,63.62%
2818,富森美,SZ,一般零售,2.58,3.87,6.91,63.81%,11.99,5.55,5.68,62.96%,14.3,6.9,7.03,67.24%
603858,步长制药,SH,中药Ⅱ,25.79,3.2,3.03,63.35%,118.75,3.61,1.92,62.95%,110.06,-5.54,-7.02,59.77%
908,景峰医药,SZ,化学制药,1.08,367.02,471.16,69.24%,3.78,-8088.98,-7904.72,62.89%,4.16,1.52,1.59,62.80%
300768,迪普科技,SZ,软件开发,2.6,4600.28,4600.28,62.23%,12.18,1.81,1.81,62.87%,11.55,1.61,1.61,67.28%
2961,瑞达期货,SZ,多元金融,3.98,2.04,2.04,69.46%,12.27,5.47,5.49,62.86%,9.96,3.83,3.84,51.17%
1337,四川黄金,SZ,贵金属,4.81,2.66,2.66,69.54%,10.26,4.66,4.66,62.81%,6.4,2.48,2.48,56.61%
301299,卓创资讯,SZ,数字媒体,9148.86,1863.21,1973.29,64.47%,3.56,6564.23,7112.43,62.74%,2.94,7050.95,7050.95,65.64%
301185,鸥玛软件,SZ,IT服务Ⅱ,2346.64,382.67,382.67,73.20%,1.88,5822.3,5822.3,62.67%,2.12,7010.02,7010.02,61.28%
600315,上海家化,SH,化妆品,17.95,2.22,2.22,65.85%,63.17,2.68,2.68,62.59%,56.79,-8.33,-8.33,57.60%
688283,坤恒顺维,SH,通信设备,3525.94,439.94,439.94,62.04%,2.43,4678,4678,62.58%,2.27,3703.38,3703.38,55.89%
600382,广东明珠,SH,冶钢原料,1.88,5871.66,5897.08,57.18%,9.7,1.84,1.84,62.55%,4.3,550.75,457.96,53.76%
300139,晓程科技,SZ,贵金属,1.58,4490.38,6637.34,66.44%,6.3,1.51,1.84,62.48%,3.5,4655.48,6259.03,57.69%
600380,XD健康元,SH,化学制药,37.21,4.15,8.83,63.19%,152.16,13.36,28.65,62.44%,156.19,13.87,29.83,62.69%
2159,三特索道,SZ,旅游及景区,1.36,2067.59,2207.54,62.97%,6.38,1.43,1.54,62.35%,6.92,1.42,1.64,60.34%
300436,广生堂,SZ,化学制药,9844.02,-2592.43,-3011.97,66.95%,4.16,-2.18,-2.42,62.32%,4.41,-1.56,-1.72,62.09%
2978,安宁股份,SZ,小金属,5.02,1.53,1.53,60.90%,20.09,7.2,7.18,62.30%,18.57,8.52,8.51,64.23%
600828,茂业商业,SH,一般零售,5.08,-1843.04,-2341.04,58.19%,23.67,-2.46,-2.64,62.26%,27.16,3714.66,2983.5,62.27%
688008,澜起科技,SH,半导体,14.61,8.47,8.3,69.79%,54.56,22.36,21.3,62.23%,36.39,14.12,13.41,58.13%
2038,双鹭药业,SZ,化学制药,1.37,-8611.44,-8726.83,63.62%,6.24,-3.47,-3.48,62.14%,6.6,-7406.57,-7528.68,67.97%
600702,舍得酒业,SH,白酒Ⅱ,14.81,2.32,2.31,66.35%,44.19,2.23,2.11,62.04%,53.57,3.46,3.4,65.52%
603886,元祖股份,SH,休闲食品,3.33,-7023.54,-7023.49,60.94%,20.81,1.4,1.4,62.02%,23.14,2.49,2.49,63.33%
300633,开立医疗,SZ,医疗器械,4.81,-1160.94,-1160.94,61.44%,23.09,1.97,1.97,61.99%,20.14,1.42,1.42,63.78%
300629,新劲刚,SZ,军工电子Ⅱ,9146.6,1072.01,1584.4,64.32%,3.92,8148.59,9329.35,61.93%,4.81,1.2,1.29,64.02%
688023,安恒信息,SH,软件开发,3.25,-1.14,-1.17,55.65%,21.51,-5749.92,-5800.96,61.90%,20.43,-1.98,-2.02,60.09%
301162,国能日新,SZ,软件开发,1.52,2260.94,2268.85,65.33%,7.17,1.3,1.32,61.82%,5.5,9358.84,9461.36,65.92%
688338,赛科希德,SH,医疗器械,6029.68,1931.83,1930.18,64.42%,2.63,8959.69,8951.96,61.71%,3.06,1.13,1.13,61.40%
600900,长江电力,SH,电力,181.12,67.61,68.83,55.65%,862.42,345.03,349.49,61.67%,844.92,324.96,329.3,59.13%
300181,佐力药业,SZ,中药Ⅱ,8.98,2,2.02,63.83%,30.41,6.32,6.42,61.60%,25.78,5.08,5.16,60.95%
688112,鼎阳科技,SH,通用设备,1.62,3834.3,3834.3,64.24%,6.02,1.43,1.43,61.48%,4.97,1.12,1.12,61.07%
300229,拓尔思,SZ,软件开发,6541.46,-7740.69,-7823.03,61.01%,5.11,-2.94,-2.95,61.45%,7.77,-9414.56,-9748.47,61.57%
603676,卫信康,SH,化学制药,3.22,6833.93,6833.93,60.19%,11.36,2.33,2.33,61.45%,13,2.46,2.46,54.24%
301213,观想科技,SZ,军工电子Ⅱ,2942.85,698.52,640.9,68.60%,2.01,1331.14,1029.39,61.28%,1.52,-871.15,-899.21,62.54%
2332,仙琚制药,SZ,化学制药,9.18,9388.63,9036.85,59.47%,37.59,4.5,4.53,61.19%,40.01,3.97,4,57.49%
600120,浙江东方,SH,多元金融,2.42,1.53,1.64,64.46%,8.18,9.35,9.75,61.06%,8.35,9.36,8.92,44.20%
300627,华测导航,SZ,通信设备,8.07,1.25,1.27,60.40%,36.99,6.85,6.84,60.98%,32.51,5.83,5.83,58.13%
603797,联泰环保,SH,环境治理,2.61,4824.44,5323.18,59.39%,10.21,1.29,1.34,60.93%,10.39,1.8,1.85,61.44%
688686,奥普特,SH,自动化设备,3.57,6387.67,6674.04,57.73%,12.69,1.86,1.92,60.86%,9.11,1.36,1.36,63.57%
300766,每日互动,SZ,软件开发,1.21,-1609.18,-1725.92,61.57%,5.16,-3499.05,-3998.4,60.66%,4.7,-6475.52,-6838.66,73.37%
301111,粤万年青,SZ,中药Ⅱ,6618.33,-330.66,-360.66,52.59%,3.15,-448.88,-913.27,60.66%,2.79,416.27,123.77,69.72%
300622,博士眼镜,SZ,专业连锁Ⅱ,3.53,3990.52,4144.88,58.04%,13.6,1.49,1.54,60.57%,12.03,1.04,1.01,61.71%
605086,龙高股份,SH,非金属材料Ⅱ,5343.47,1886.09,1885.45,58.29%,2.89,1.21,1.21,60.56%,3.21,1.28,1.28,60.21%
688067,爱威科技,SH,医疗器械,5304.29,742.6,742.6,57.84%,2.2,2886.69,2886.69,60.46%,2.03,2284.12,2284.12,59.52%
688439,振华风光,SH,军工电子Ⅱ,1.37,-1342.89,-1553.17,58.07%,7.72,1.7,1.57,60.45%,10.03,2.88,3.12,67.34%
603990,麦迪科技,SH,软件开发,6168.87,384.63,420.5,62.20%,3.01,3915.83,4788.92,60.44%,4.64,-2.79,-3415.04,13.65%
300760,迈瑞医疗,SZ,医疗器械,83.52,23.3,24.27,61.87%,332.82,81.36,84.51,60.32%,367.26,116.68,117.4,63.11%
603258,电魂网络,SH,游戏Ⅱ,9026.35,-2256.32,-2269.91,56.58%,3.85,-2.14,-2.18,60.30%,5.5,3057.89,2929.31,70.63%
688799,华纳药厂,SH,化学制药,3.25,2687.7,2687.7,57.28%,15.04,2.38,2.28,60.29%,14.13,1.64,1.39,61.63%
2624,完美世界,SZ,游戏Ⅱ,11.71,1.03,1.02,66.71%,66.6,7.31,6.92,60.28%,55.7,-12.88,-14,57.87%
688292,浩瀚深度,SH,计算机设备,5904.06,-2790.4,-2809.89,56.36%,3.88,-333.57,697.2,60.28%,4.42,3612.01,3736.07,53.34%
923,河钢资源,SZ,冶钢原料,9.07,2262.31,64.23,40.85%,58.39,5.67,7.77,60.23%,55.82,5.66,7.14,61.57%
300938,信测标准,SZ,专业服务,1.95,4482.18,4667.86,61.94%,8.04,1.96,2.04,60.16%,7.25,1.76,1.81,57.99%
600521,华海药业,SH,化学制药,23.35,4.04,3.98,57.67%,85.87,2.66,2.27,60.16%,95.47,11.19,11.07,61.91%
603608,天创时尚,SH,服装家纺,2.42,1300.42,1327.93,67.81%,11.49,1451.89,1505.17,60.12%,10.99,-9081.41,-8956.25,62.24%
301696,三瑞智能,SZ,航空装备Ⅱ,3.34,1.3,1.31,58.60%,10.75,4.21,4.23,60.00%,8.31,3.33,3.33,59.79%
688816,易思维,SH,自动化设备,2728.74,-3017.8,-3121.98,61.73%,4.48,7845.91,7512.85,59.98%,3.92,8564.23,8451.53,65.54%
2296,辉煌科技,SZ,通信设备,2.22,8461.44,8392.88,67.96%,8.79,1.87,1.86,59.95%,12.72,2.75,2.72,44.26%
989,九芝堂,SZ,中药Ⅱ,9.73,1.65,2.01,60.59%,22.29,2.23,2.6,59.93%,23.71,2.16,2.15,59.12%
603566,普莱柯,SH,动物保健Ⅱ,2.49,4073.42,3566,54.89%,10.9,1.85,1.85,59.87%,10.43,9280.65,9280.65,61.09%
300962,中金辐照,SZ,专业服务,8634.22,2363.12,2440.86,59.22%,3.64,1.19,1.22,59.81%,3.59,1.09,1.13,62.59%
3010,若羽臣,SZ,互联网电商,9.95,7233.37,7233.37,64.66%,34.32,1.94,1.94,59.80%,17.66,1.06,1.06,44.57%
601828,美凯龙,SH,一般零售,15.48,4767.76,5475.6,66.31%,65.82,-237.22,-254.66,59.80%,78.21,-29.83,-31.9,58.26%
300467,迅游科技,SZ,游戏Ⅱ,7329.1,607.58,847,60.78%,2.87,2558.34,2701.38,59.77%,2.97,2053.55,2240.59,56.03%
2607,中公教育,SZ,教育,6,4732.63,4716.62,62.24%,22.37,4889.14,4879.72,59.70%,26.27,1.84,1.84,59.66%
605116,奥锐特,SH,化学制药,3.89,6392.69,6392.69,53.39%,16.97,4.49,4.49,59.67%,14.76,3.55,3.55,58.56%
600594,益佰制药,SH,中药Ⅱ,3.59,-2952.49,-2896.33,57.92%,18.63,-3.3,-3.35,59.66%,21.74,-3.17,-3.35,61.85%
2612,朗姿股份,SZ,服装家纺,16.09,4933.95,5816.78,60.72%,60.03,9.99,10.47,59.65%,58.37,2.61,3.01,58.78%
301289,国缆检测,SZ,专业服务,8940.11,2523.28,2779.83,58.06%,3.34,8624.19,9214.41,59.65%,2.96,7527.89,8202.11,60.03%
600593,大连圣亚,SH,旅游及景区,9265.65,1570.44,2429.49,47.20%,5.07,2725.72,5670.35,59.50%,5.05,-7018.22,-4318.83,59.73%
688232,新点软件,SH,软件开发,2.68,-2403.16,-2375.2,57.38%,18.37,3613.88,3500.57,59.43%,21.46,2.04,2.03,61.20%
300492,华图山鼎,SZ,工程咨询服务Ⅱ,8.37,1.21,1.21,61.07%,31.98,2.41,2.41,59.40%,28.33,5299.21,5299.21,53.48%
600061,国投资本,SH,多元金融,1708.52,7.66,5.63,67.84%,5274.55,32.79,36.28,59.35%,3254.97,26.94,31.98,22.19%
603196,璞源材料,SH,服装家纺,3.79,2367.25,3305.49,46.99%,8.16,1798.88,1842.74,59.32%,8.66,-1.59,-1.59,55.56%
300454,深信服,SZ,软件开发,16.27,-6450.3,-6450.3,60.33%,80.43,3.93,3.93,59.31%,75.2,1.97,1.97,61.47%
931,中 关 村,SZ,化学制药,4.72,-1625.45,-1528.19,49.61%,24.43,4788.55,6142.16,59.26%,25.32,5359.22,7641.69,58.51%
408,藏格矿业,SZ,农化制品,7.16,15.74,15.69,64.23%,35.77,38.52,38.37,59.24%,32.51,25.8,25.69,44.91%
600851,海欣股份,SH,化学制药,1.5,2893.87,3109.48,67.30%,7.58,1.76,1.95,59.24%,7.96,1.51,1.69,56.77%
2780,三夫户外,SZ,服装家纺,2.64,3066.29,2991.75,61.83%,9.56,5335.12,4562.3,59.16%,8,-2149.41,-8523.72,56.67%
688358,祥生医疗,SH,医疗器械,1.27,4602.63,4602.63,61.01%,4.36,1.16,1.16,59.10%,4.69,1.41,1.41,58.95%
300463,迈克生物,SZ,医疗器械,4.75,898.61,660.29,57.74%,21.7,-3582.7,-4149.41,58.97%,25.49,1.27,1.19,55.11%
2875,安奈儿,SZ,服装家纺,1.62,1501.53,1494.6,64.44%,5.43,-1.01,-1.04,58.93%,6.39,-1.15,-1.16,59.32%
301153,中科江南,SZ,软件开发,9932.74,-2506.75,-2582.54,46.12%,8.27,1.01,1.03,58.92%,8.25,1.04,1.12,59.74%
688808,联讯仪器,SH,通用设备,4.88,1.19,1.19,66.76%,11.94,1.74,1.74,58.84%,7.89,1.4,1.41,63.63%
600693,东百集团,SH,一般零售,5.05,4501.63,7355.7,57.16%,18.47,4576.31,1.42,58.65%,18.16,4348.72,1.33,58.00%
893,亚钾国际,SZ,农化制品,14.88,5.33,5.33,57.36%,53.25,16.73,16.69,58.57%,35.48,9.5,9.14,49.47%
300378,鼎捷数智,SZ,软件开发,4.36,-803.51,-1042.96,56.02%,24.33,1.63,1.74,58.55%,23.31,1.56,1.58,58.25%
301129,瑞纳智能,SZ,通用设备,1642.94,-2143.72,-2143.72,52.38%,5.4,1.09,1.09,58.54%,4.28,7673.32,7673.32,59.69%
688656,浩欧博,SH,医疗器械,7886.42,17.74,17.74,56.66%,3.98,2320.08,2320.08,58.43%,4.02,3680.38,3680.38,63.92%
300726,宏达电子,SZ,军工电子Ⅱ,3.67,9393.87,1.14,60.00%,18.87,4.01,4.85,58.41%,15.86,2.79,3.34,57.63%
600976,健民集团,SH,中药Ⅱ,8.73,8773.28,8831.07,65.20%,33.7,3.6,3.65,58.39%,35.05,3.62,3.68,47.73%
688057,金达莱,SH,环境治理,6828.41,1348.72,1293.25,46.78%,3.2,9414.98,9222.42,58.38%,4.09,1.37,1.36,61.58%
2550,千红制药,SZ,化学制药,3.58,8505.51,8449.76,61.08%,15.71,3.99,3.73,58.36%,15.26,3.56,3.33,54.85%
300199,翰宇药业,SZ,化学制药,2.99,1.28,1.27,64.90%,9.66,3656.99,3402.6,58.36%,5.9,-1.74,-1.8,57.09%
300206,理邦仪器,SZ,医疗器械,5.16,1.05,1.06,58.43%,19.99,3.06,3.08,58.35%,18.34,1.62,1.63,57.92%
300026,红日药业,SZ,中药Ⅱ,11.3,6571.48,6862.03,57.43%,49.41,1849.51,2222.35,58.31%,57.83,2146.73,2294.63,52.76%
603193,润本股份,SH,个护用品,2.67,5263.54,5263.54,59.10%,15.45,3.15,3.15,58.31%,13.18,3,3,58.17%
300434,金石亚药,SZ,化学制药,3.31,1.16,1.16,64.68%,10.38,1.32,1.29,58.29%,11.02,9176.18,8855.99,57.44%
2439,启明星辰,SZ,软件开发,6.67,4871.27,4871.27,58.20%,23.38,-5.72,-5.77,58.27%,33.15,-2.26,-2.27,58.77%
600830,香溢融通,SH,多元金融,1.05,2526.73,3478.12,57.59%,4.12,8030.57,1.14,58.23%,3.35,5317.19,7626.29,61.72%
2646,天佑德酒,SZ,白酒Ⅱ,4.06,4847.89,4860.5,61.76%,11.01,429.81,430,58.16%,12.55,4213.53,4217.14,59.84%
688291,金橙子,SH,软件开发,6280.14,5299.11,5288.74,63.51%,2.53,3687.71,3587.36,58.16%,2.12,3049.5,2956.55,56.55%
2561,徐家汇,SZ,一般零售,9227.87,-60.56,157.78,58.85%,3.65,-1560.87,-766.6,58.13%,4.38,422.5,1229.55,54.89%
688093,世华科技,SH,其他电子Ⅱ,2.39,8536.33,8536.33,56.43%,10.87,3.99,3.99,58.11%,7.95,2.8,2.8,56.21%
